Proposed,TotalAccepted,GoodMove,BoltzmannMove,Rejected,F(Q),Enthalpy,χ²
143000000,98547761,49637689,48910072,44452239,17.781539,-3.797292,-1900861.972000
143100000,98618542,49673101,48945441,44481458,17.547654,-3.797297,-1900901.088000
143200000,98689736,49708491,48981245,44510264,17.214787,-3.797117,-1900862.723000
143300000,98760428,49743936,49016492,44539572,17.281582,-3.797395,-1900991.556000
143400000,98830716,49779017,49051699,44569284,17.686031,-3.797103,-1900782.181000
143500000,98901385,49814341,49087044,44598615,17.748477,-3.796967,-1900703.861000
143600000,98972285,49849955,49122330,44627715,17.584153,-3.796975,-1900733.718000
143700000,99043213,49885563,49157650,44656787,17.752775,-3.796927,-1900683.053000
143800000,99113746,49921046,49192700,44686254,18.029895,-3.797177,-1900765.477000
143900000,99184408,49956358,49228050,44715592,17.144139,-3.796901,-1900766.043000
144000000,99255399,49991881,49263518,44744601,17.746069,-3.797107,-1900774.538000
144100000,99326132,50027218,49298914,44773868,17.450568,-3.797074,-1900804.243000
144200000,99396864,50062553,49334311,44803136,17.697739,-3.797183,-1900820.373000
144300000,99467484,50097685,49369799,44832516,17.632416,-3.796931,-1900703.855000
144400000,99538246,50133254,49404992,44861754,17.518967,-3.797040,-1900776.378000
144500000,99608854,50168544,49440310,44891146,17.224588,-3.796827,-1900716.128000
144600000,99679564,50203859,49475705,44920436,17.436173,-3.796884,-1900711.390000
144700000,99749741,50239126,49510615,44950259,17.685751,-3.797041,-1900750.736000
144800000,99820616,50274571,49546045,44979384,17.551890,-3.796928,-1900715.035000
144900000,99891414,50309917,49581497,45008586,17.347592,-3.797025,-1900795.628000
145000000,99961891,50345255,49616636,45038109,17.724328,-3.797163,-1900805.781000
145100000,100032589,50380711,49651878,45067411,17.592523,-3.797006,-1900746.837000
145200000,100103207,50416098,49687109,45096793,17.535816,-3.797430,-1900969.560000
145300000,100174139,50451587,49722552,45125861,17.724858,-3.797407,-1900928.250000
145400000,100244867,50486896,49757971,45155133,17.566332,-3.797144,-1900821.714000
145500000,100315501,50522307,49793194,45184499,17.346317,-3.797176,-1900871.382000
145600000,100386573,50557822,49828751,45213427,17.455225,-3.797073,-1900803.227000
145700000,100457335,50593119,49864216,45242665,17.287580,-3.797151,-1900868.446000
145800000,100528362,50628745,49899617,45271638,17.066996,-3.797262,-1900958.166000
145900000,100599253,50664339,49934914,45300747,17.547041,-3.797552,-1901028.521000
146000000,100669857,50699665,49970192,45330143,17.209182,-3.797242,-1900926.219000
146100000,100740824,50735044,50005780,45359176,17.378978,-3.797331,-1900944.249000
146200000,100811527,50770490,50041037,45388473,17.452690,-3.797336,-1900934.997000
146300000,100882097,50805623,50076474,45417903,17.434448,-3.797153,-1900846.194000
146400000,100952816,50841131,50111685,45447184,17.355886,-3.797089,-1900827.012000
146500000,101023623,50876690,50146933,45476377,17.513953,-3.797280,-1900897.466000
146600000,101094708,50912429,50182279,45505292,17.453275,-3.797489,-1901011.688000
146700000,101165592,50947896,50217696,45534408,17.319045,-3.797238,-1900907.245000
146800000,101236412,50983304,50253108,45563588,17.657043,-3.797563,-1901016.998000
146900000,101307317,51018790,50288527,45592683,17.822659,-3.797533,-1900975.704000
147000000,101377861,51054267,50323594,45622139,17.684449,-3.797678,-1901071.366000
147100000,101448346,51089705,50358641,45651654,17.496237,-3.797818,-1901169.807000
147200000,101518964,51125036,50393928,45681036,17.401954,-3.797706,-1901129.551000
147300000,101589712,51160288,50429424,45710288,17.308852,-3.797559,-1901068.482000
147400000,101660226,51195406,50464820,45739774,17.641322,-3.797531,-1901003.461000
147500000,101730786,51230643,50500143,45769214,17.532832,-3.797695,-1901102.610000
147600000,101801683,51266097,50535586,45798317,17.284888,-3.797704,-1901145.710000
147700000,101872422,51301542,50570880,45827578,17.429116,-3.797775,-1901159.126000
147800000,101943034,51336736,50606298,45856966,17.737498,-3.797826,-1901136.495000
147900000,102013744,51371996,50641748,45886256,17.681981,-3.797504,-1900982.802000
148000000,102084722,51407395,50677327,45915278,17.522732,-3.797547,-1901029.865000
148100000,102155550,51442851,50712699,45944450,17.533316,-3.797808,-1901159.162000
148200000,102226133,51478123,50748010,45973867,17.532186,-3.797517,-1901014.154000
148300000,102296722,51513625,50783097,46003278,17.753496,-3.797670,-1901055.848000
148400000,102367371,51548989,50818382,46032629,17.709213,-3.797588,-1901021.359000
148500000,102437890,51584276,50853614,46062110,17.601506,-3.797821,-1901155.206000
148600000,102508732,51619627,50889105,46091268,17.473969,-3.797400,-1900964.593000
148700000,102579524,51655156,50924368,46120476,17.607579,-3.797982,-1901235.037000
148800000,102650023,51690553,50959470,46149977,17.478331,-3.797562,-1901044.688000
148900000,102720802,51725800,50995002,46179198,17.395654,-3.797410,-1900981.132000
149000000,102791514,51761182,51030332,46208486,17.467401,-3.797496,-1901013.257000
149100000,102862096,51796730,51065366,46237904,17.701277,-3.797807,-1901132.563000
149200000,102932743,51832085,51100658,46267257,17.408724,-3.797526,-1901037.079000
149300000,103003610,51867682,51135928,46296390,17.309733,-3.797617,-1901098.634000
149400000,103074437,51903244,51171193,46325563,17.646361,-3.797647,-1901060.646000
149500000,103145217,51938791,51206426,46354783,17.239668,-3.798003,-1901303.388000
149600000,103215915,51974003,51241912,46384085,17.309391,-3.797685,-1901134.450000
149700000,103286619,52009473,51277146,46413381,17.326671,-3.797742,-1901158.533000
149800000,103357458,52045019,51312439,46442542,17.337763,-3.797405,-1900987.566000
149900000,103428101,52080442,51347659,46471899,17.640760,-3.797930,-1901203.475000
150000000,103498709,52115672,51383037,46501291,17.502456,-3.797917,-1901219.121000
